year,host_country,competing_country,lag_country_total_athletes,lag_country_total_medals,country_total_appearances,country_golds,lag_country_golds,country_silvers,lag_country_silvers,country_bronzes,lag_country_bronzes,lag_country_ranking,lag_country_female_athletes,lag_country_male_athletes
2012,United Kingdom,North Korea,58,6,9,4,2,0,2,2,2,31,37,21
2012,United Kingdom,Norway,84,9,23,2,3,1,5,1,1,22,54,30
2012,United Kingdom,Poland,257,11,20,3,4,2,5,6,2,16,101,156
2012,United Kingdom,Portugal,77,2,14,0,1,1,1,0,0,47,26,51
2012,United Kingdom,Puerto Rico,69,1,6,0,0,1,0,1,1,71,22,47
2012,United Kingdom,Qatar,17,1,3,0,0,1,0,1,1,71,0,17
2012,United Kingdom,Romania,101,9,18,2,4,4,1,1,4,18,61,40
2012,United Kingdom,Russia,452,60,5,18,24,21,13,26,23,3,223,229
2012,United Kingdom,Saudi Arabia,18,2,2,0,0,0,1,1,1,61,0,18
2012,United Kingdom,Serbia,87,3,2,1,0,1,1,2,2,64,24,63
2012,United Kingdom,Singapore,25,1,3,0,0,0,1,2,0,72,14,11
2012,United Kingdom,Slovakia,57,6,5,0,3,1,3,3,0,26,22,35
2012,United Kingdom,Slovenia,61,5,6,1,1,1,2,2,2,39,21,40
2012,United Kingdom,South Africa,134,1,17,4,0,1,1,1,0,72,59,75
2012,United Kingdom,South Korea,263,32,15,13,13,9,11,9,8,7,104,159
2012,United Kingdom,Spain,282,19,18,4,5,10,11,6,3,14,120,162
2012,United Kingdom,Sweden,123,5,25,1,0,4,4,3,1,56,73,50
2012,United Kingdom,Switzerland,83,7,25,2,2,2,1,0,4,34,36,47
2012,United Kingdom,Tajikistan,15,2,2,0,0,0,1,1,1,68,3,12
2012,United Kingdom,Thailand,47,6,9,0,2,2,2,2,2,31,25,22
2012,United Kingdom,Trinidad and Tobago,28,2,9,1,1,1,1,2,0,47,11,17
2012,United Kingdom,Tunisia,26,1,6,2,1,0,0,1,0,53,12,14
2012,United Kingdom,Turkey,67,5,16,1,1,1,1,1,3,42,19,48
2012,United Kingdom,Uganda,10,1,5,1,0,0,0,0,1,71,3,7
2012,United Kingdom,Ukraine,243,22,5,5,7,4,4,10,11,12,116,127
2012,United Kingdom,United States,587,112,26,48,36,26,39,30,37,2,282,305
2012,United Kingdom,Uzbekistan,56,4,5,0,0,0,1,3,3,63,15,41
2012,United Kingdom,Venezuela,108,1,9,1,0,0,0,0,1,82,51,57
2012,United Kingdom,Vietnam,13,1,3,0,0,0,1,1,0,72,6,7
2016,Brazil,Algeria,38,1,7,0,1,2,0,0,0,50,17,21
2016,Brazil,Argentina,137,4,19,3,1,1,1,0,2,42,40,97
2016,Brazil,Armenia,24,2,5,1,0,3,1,0,1,65,4,20
2016,Brazil,Australia,405,35,26,8,8,11,15,10,12,8,184,221
2016,Brazil,Austria,70,3,25,0,0,0,1,1,2,64,30,40
2016,Brazil,Azerbaijan,52,9,6,1,2,7,2,10,5,32,14,38
2016,Brazil,Bahamas,21,1,9,1,1,0,0,1,0,50,9,12
2016,Brazil,Bahrain,12,1,2,1,1,1,0,0,0,50,8,4
2016,Brazil,Belarus,160,10,6,1,2,4,5,4,3,28,71,89
2016,Brazil,Belgium,111,3,26,2,0,2,1,2,2,64,42,69
2016,Brazil,Brazil,246,17,19,7,3,6,5,6,9,22,117,129
2016,Brazil,Bulgaria,63,3,16,0,0,1,2,2,1,60,26,37
2016,Brazil,Burundi,7,1,2,0,1,1,0,0,0,49,1,6
2016,Brazil,Canada,272,18,26,4,2,3,6,15,10,27,154,118
2016,Brazil,China,365,92,9,26,39,18,31,26,22,2,208,159
2016,Brazil,Chinese Taipei,44,2,8,1,1,0,0,2,1,48,25,19
2016,Brazil,Colombia,101,9,9,3,1,2,3,3,5,38,56,45
2016,Brazil,Croatia,107,6,7,5,3,3,1,2,2,26,43,64
2016,Brazil,Cuba,109,15,15,5,5,2,3,4,7,16,44,65
2016,Brazil,Czech Republic,133,11,6,1,4,2,4,7,3,19,65,68
2016,Brazil,Denmark,113,9,27,2,2,6,4,7,3,30,48,65
2016,Brazil,Dominican Republic,33,2,5,0,1,0,1,1,0,47,20,13
2016,Brazil,Egypt,109,4,10,0,0,0,3,3,1,56,34,75
2016,Brazil,Estonia,32,2,10,0,0,0,1,1,1,65,9,23
2016,Brazil,Ethiopia,33,8,12,1,3,2,2,5,3,25,15,18
2016,Brazil,Fiji,0,0,1,1,0,0,0,0,0,-1,0,0
2016,Brazil,Finland,56,3,25,0,0,0,2,1,1,60,27,29
2016,Brazil,France,324,35,28,10,11,18,11,14,13,7,142,182
2016,Brazil,Georgia,34,6,6,2,1,1,2,4,3,40,6,28
2016,Brazil,Germany,383,44,16,17,11,10,20,15,13,6,171,212
2016,Brazil,Great Britain,530,65,28,27,29,23,18,17,18,3,257,273
2016,Brazil,Greece,102,2,19,3,0,1,0,2,2,77,37,65
2016,Brazil,Grenada,8,1,2,0,1,1,0,0,0,50,3,5
2016,Brazil,Hungary,151,18,26,8,8,3,4,4,6,10,59,92
2016,Brazil,Independent Olympic Athletes,0,0,1,1,0,0,0,1,0,-1,0,0
2016,Brazil,India,81,6,18,0,0,1,2,1,4,57,23,58
2016,Brazil,Indonesia,22,3,8,1,0,2,2,0,1,60,9,13
2016,Brazil,Iran,52,13,16,3,7,1,5,4,1,12,8,44
2016,Brazil,Ireland,64,6,13,0,1,2,1,0,4,41,28,36
2016,Brazil,Israel,43,1,6,0,0,0,0,2,1,82,20,23
2016,Brazil,Italy,281,28,26,8,8,12,9,8,11,9,123,158
2016,Brazil,Ivory Coast,15,1,2,1,0,0,1,1,0,33,1,14
2016,Brazil,Jamaica,45,13,15,6,4,3,5,2,4,18,22,23
2016,Brazil,Japan,291,38,21,12,7,8,14,21,17,11,155,136
2016,Brazil,Jordan,0,0,1,1,0,0,0,0,0,-1,0,0
2016,Brazil,Kazakhstan,113,11,6,2,3,5,2,10,6,23,40,73
2016,Brazil,Kenya,47,13,12,6,2,6,4,1,7,29,20,27
2016,Brazil,Kosovo,0,0,1,1,0,0,0,0,0,-1,0,0
2016,Brazil,Lithuania,62,5,7,0,2,1,0,3,3,35,23,39
2016,Brazil,Malaysia,28,2,5,0,0,4,1,1,1,65,13,15
2016,Brazil,Mexico,99,8,20,0,1,3,3,2,4,39,37,62
2016,Brazil,Mongolia,29,5,11,0,0,1,2,1,3,58,13,16
2016,Brazil,Morocco,63,1,10,0,0,0,0,1,1,79,17,46
2016,Brazil,Netherlands,173,20,25,8,6,7,6,4,8,13,79,94
2016,Brazil,New Zealand,178,13,21,4,6,9,2,5,5,14,82,96
2016,Brazil,Niger,4,1,2,0,0,1,0,0,1,43,0,4
2016,Brazil,Nigeria,74,5,9,0,0,0,3,1,2,57,37,37
2016,Brazil,North Korea,51,6,10,2,4,3,0,2,2,21,36,15
2016,Brazil,Norway,61,4,24,0,2,0,1,4,1,34,28,33
2016,Brazil,Philippines,12,1,8,0,0,1,1,0,0,61,4,8
2016,Brazil,Poland,210,11,21,2,3,3,2,6,6,23,86,124
2016,Brazil,Portugal,76,1,15,0,0,0,1,1,0,70,32,44
2016,Brazil,Puerto Rico,25,2,7,1,0,0,1,0,1,65,6,19
2016,Brazil,Qatar,12,2,4,0,0,1,1,0,1,65,4,8
2016,Brazil,Romania,105,7,19,1,2,1,4,2,1,31,50,55
2016,Brazil,Russia,427,65,6,19,18,17,21,20,26,4,225,202
2016,Brazil,Serbia,116,4,3,2,1,4,1,2,2,42,36,80
2016,Brazil,Singapore,23,2,4,1,0,0,0,0,2,77,15,8
2016,Brazil,Slovakia,47,4,6,2,0,2,1,0,3,63,21,26
2016,Brazil,Slovenia,65,4,7,1,1,2,1,1,2,42,37,28
2016,Brazil,South Africa,124,6,18,2,4,6,1,2,1,20,56,68
2016,Brazil,South Korea,249,31,16,9,13,3,9,9,9,5,115,134
2016,Brazil,Spain,278,20,19,7,4,4,10,6,6,17,110,168
2016,Brazil,Sweden,133,8,26,2,1,6,4,3,3,37,78,55
2016,Brazil,Switzerland,98,4,26,3,2,2,2,2,0,33,28,70
2016,Brazil,Tajikistan,16,1,3,1,0,0,0,0,1,79,3,13
2016,Brazil,Thailand,37,4,10,2,0,2,2,2,2,59,18,19
2016,Brazil,Trinidad and Tobago,25,4,10,0,1,0,1,1,2,42,7,18
2016,Brazil,Tunisia,83,3,7,0,2,0,0,3,1,36,20,63
2016,Brazil,Turkey,112,3,17,1,1,3,1,4,1,46,64,48
2016,Brazil,Ukraine,230,19,6,2,5,5,4,4,10,15,111,119
2016,Brazil,United Arab Emirates,4,1,2,0,1,0,0,1,0,54,0,4
2016,Brazil,United States,529,104,27,46,48,37,26,38,30,1,268,261
2016,Brazil,Uzbekistan,53,3,6,4,0,2,0,7,3,76,17,36
2016,Brazil,Venezuela,68,1,10,0,1,2,0,1,0,50,26,42
2016,Brazil,Vietnam,18,1,4,1,0,1,0,0,1,79,12,6
2020, Japan,Argentina,215,4,20,0,3,1,1,2,0,26,75,140
2020, Japan,Armenia,31,4,6,0,1,2,3,2,0,42,7,24
2020, Japan,Australia,420,29,27,17,8,7,11,22,10,10,212,208
2020, Japan,Austria,71,1,26,1,0,1,0,5,1,78,34,37
2020, Japan,Azerbaijan,56,18,7,0,1,3,7,4,10,39,14,42
2020, Japan,Bahamas,29,2,10,2,1,0,0,0,1,51,12,17
2020, Japan,Bahrain,33,2,3,0,1,1,1,0,0,48,13,20
2020, Japan,Belarus,120,9,7,1,1,3,4,3,4,40,67,53
2020, Japan,Belgium,104,6,27,3,2,1,2,3,2,35,34,70
2020, Japan,Bermuda,16,1,2,1,0,0,0,0,1,37,1,15
2020, Japan,Botswana,4,1,2,0,0,0,1,1,0,70,1,3
2020, Japan,Brazil,458,19,20,7,7,6,6,8,6,13,207,251
2020, Japan,Bulgaria,50,3,17,3,0,1,1,2,2,66,22,28
2020, Japan,Burkina Faso,0,0,1,0,0,0,0,1,0,-1,0,0
2020, Japan,Canada,309,22,27,7,4,7,3,10,15,20,183,126
2020, Japan,China,390,70,10,38,26,32,18,19,26,3,240,150
2020, Japan,Chinese Taipei,55,3,9,2,1,4,0,6,2,50,29,26
2020, Japan,Colombia,143,8,10,0,3,4,2,1,3,22,70,73
2020, Japan,Croatia,85,10,8,3,5,3,3,2,2,17,19,66
2020, Japan,Cuba,117,11,16,7,5,3,2,5,4,18,34,83
2020, Japan,Czech Republic,104,10,7,4,1,4,2,3,7,43,42,62
2020, Japan,Denmark,117,15,28,3,2,4,6,4,7,27,41,76
2020, Japan,Dominican Republic,26,1,6,0,0,3,0,2,1,78,8,18
2020, Japan,Ecuador,25,1,3,2,0,1,1,0,0,72,8,17
2020, Japan,Egypt,118,3,11,1,0,1,0,4,3,75,37,81
2020, Japan,Estonia,46,1,11,1,0,0,0,1,1,78,18,28
2020, Japan,Ethiopia,37,8,13,1,1,1,2,2,5,44,20,17
2020, Japan,Fiji,53,1,2,1,1,0,0,1,0,54,17,36
2020, Japan,Finland,54,1,26,0,0,0,0,2,1,78,28,26
2020, Japan,France,392,42,29,10,10,12,18,11,14,7,167,225
2020, Japan,Georgia,40,7,7,2,2,5,1,1,4,38,10,30
2020, Japan,Germany,418,42,17,10,17,11,10,16,15,5,194,224
2020, Japan,Ghana,34,1,5,0,0,0,0,1,1,54,2,32
2020, Japan,Great Britain,360,67,29,22,27,20,23,22,17,2,159,201
2020, Japan,Greece,92,6,20,2,3,1,1,1,2,25,36,56
2020, Japan,Grenada,6,1,3,0,0,0,1,1,0,69,1,5
2020, Japan,Hong Kong,41,1,4,1,0,2,0,3,1,79,20,21
2020, Japan,Hungary,153,15,27,6,8,7,3,7,4,12,65,88
2020, Japan,India,112,2,19,1,0,2,1,4,1,67,51,61
2020, Japan,Indonesia,28,3,9,1,1,1,2,3,0,46,11,17
2020, Japan,Iran,63,8,17,3,3,2,1,2,4,24,9,54
2020, Japan,Ireland,76,2,14,2,0,0,2,2,0,63,26,50
2020, Japan,Israel,47,2,7,2,0,0,0,2,2,77,25,22
2020, Japan,Italy,309,28,27,10,8,10,12,20,8,9,141,168
2020, Japan,Ivory Coast,12,2,3,0,1,0,0,1,1,51,7,5
2020, Japan,Jamaica,56,11,16,4,6,1,3,4,2,16,31,25
2020, Japan,Japan,335,41,22,27,12,14,8,17,21,6,164,171
2020, Japan,Jordan,8,1,2,0,1,1,0,1,0,54,1,7
2020, Japan,Kazakhstan,101,17,7,0,2,0,5,8,10,30,46,55
2020, Japan,Kenya,79,13,13,4,6,4,6,2,1,15,33,46
2020, Japan,Kosovo,8,1,2,2,1,0,0,0,0,54,5,3
2020, Japan,Kuwait,10,1,3,0,0,0,0,1,1,79,2,8
2020, Japan,Kyrgyzstan,20,3,3,0,0,2,1,1,2,64,4,16
2020, Japan,Latvia,45,2,9,1,1,0,0,1,1,48,14,31
2020, Japan,Lithuania,67,4,8,0,0,1,1,0,3,65,19,48
2020, Japan,Malaysia,32,5,6,0,0,1,4,1,1,60,15,17
2020, Japan,Mexico,122,5,21,0,0,0,3,4,2,61,44,78
2020, Japan,Moldova,29,1,4,0,0,0,0,1,1,82,8,21
2020, Japan,Mongolia,43,2,12,0,0,1,1,3,1,67,17,26
2020, Japan,Morocco,48,1,11,1,0,0,0,0,1,78,19,29
2020, Japan,Namibia,8,2,3,0,0,1,2,0,0,55,2,6
2020, Japan,Netherlands,237,19,26,10,8,12,7,14,4,11,132,105
2020, Japan,New Zealand,195,18,22,7,4,6,9,7,5,19,97,98
2020, Japan,Nigeria,71,1,10,0,0,1,0,1,1,78,24,47
2020, Japan,North Macedonia,0,0,1,0,0,1,0,0,0,-1,0,0
2020, Japan,Norway,62,4,25,4,0,2,0,2,4,74,33,29
2020, Japan,Philippines,13,1,9,1,0,2,1,1,0,69,6,7
2020, Japan,Poland,234,11,22,4,2,5,3,5,6,33,95,139
2020, Japan,Portugal,90,1,16,1,0,1,0,2,1,78,29,61
2020, Japan,Puerto Rico,40,1,8,1,1,0,0,0,0,54,27,13
2020, Japan,Qatar,37,1,5,2,0,0,1,1,0,69,2,35
2020, Japan,ROC,0,0,1,20,0,28,0,23,0,-1,0,0
2020, Japan,Romania,95,4,20,1,1,3,1,0,2,47,61,34
2020, Japan,San Marino,0,0,1,0,0,1,0,2,0,-1,0,0
2020, Japan,Saudi Arabia,18,1,3,0,0,1,0,0,1,79,2,16
2020, Japan,Serbia,103,8,4,3,2,1,4,5,2,32,45,58
2020, Japan,Slovakia,51,4,7,1,2,2,2,1,0,37,19,32
2020, Japan,Slovenia,63,4,8,3,1,1,2,1,1,45,24,39
2020, Japan,South Africa,135,10,19,1,2,2,6,0,2,29,42,93
2020, Japan,South Korea,207,21,17,6,9,4,3,10,9,8,104,103
2020, Japan,Spain,306,17,20,3,7,8,4,6,6,14,142,164
2020, Japan,Sweden,150,11,27,3,2,6,6,0,3,28,86,64
2020, Japan,Switzerland,102,7,27,3,3,4,2,6,2,23,45,57
2020, Japan,Syria,6,1,4,0,0,0,0,1,1,71,1,5
2020, Japan,Thailand,54,6,11,1,2,0,2,1,2,35,28,26
2020, Japan,Tunisia,61,3,8,1,0,1,0,0,3,75,20,41
2020, Japan,Turkey,100,8,18,2,1,2,3,9,4,41,47,53
2020, Japan,Turkmenistan,0,0,1,0,0,1,0,0,0,-1,0,0
2020, Japan,Uganda,15,1,6,2,1,1,0,1,0,50,4,11
2020, Japan,Ukraine,204,11,7,1,2,6,5,12,4,31,117,87
2020, Japan,United States,555,121,28,39,46,41,37,33,38,1,291,264
2020, Japan,Uzbekistan,70,13,7,3,4,0,2,2,7,21,23,47
2020, Japan,Venezuela,85,3,11,1,0,3,2,0,1,62,24,61
2024,France,Albania,0,0,1,0,0,0,0,2,0,-1,0,0
2024,France,Algeria,64,2,8,2,0,0,2,1,0,63,10,54
2024,France,Argentina,189,3,21,1,0,1,1,1,2,72,58,131
2024,France,Armenia,17,4,7,0,0,3,2,1,2,69,3,14
2024,France,Australia,489,46,28,18,17,19,7,16,22,6,261,228
2024,France,Austria,76,7,27,2,1,0,1,3,5,53,39,37
2024,France,Azerbaijan,44,7,8,2,0,2,3,3,4,67,16,28
2024,France,Bahrain,32,1,4,2,0,1,1,1,0,77,7,25
2024,France,Belgium,130,7,28,3,3,1,1,6,3,29,58,72
2024,France,Botswana,14,1,3,1,0,1,0,0,1,86,5,9
2024,France,Brazil,319,21,21,3,7,7,6,10,8,12,150,169
2024,France,Bulgaria,42,6,18,3,3,1,1,3,2,30,28,14
2024,France,Cabo Verde,0,0,1,0,0,0,0,1,0,-1,0,0
2024,France,Canada,386,24,28,9,7,7,7,11,10,11,235,151
2024,France,Chile,26,1,8,1,0,1,1,0,0,72,6,20
2024,France,China,417,89,11,40,38,27,32,24,19,2,290,129
2024,France,Chinese Taipei,68,12,10,2,2,0,4,5,6,34,35,33
2024,France,Colombia,69,5,11,0,0,3,4,1,1,66,22,47
2024,France,Croatia,60,8,9,2,3,2,3,3,2,26,20,40
2024,France,Cuba,69,15,17,2,7,1,3,6,5,14,33,36
2024,France,Cyprus,13,1,2,0,0,1,1,0,0,70,4,9
2024,France,Czech Republic,115,11,8,3,4,0,4,2,3,18,41,74
2024,France,Denmark,108,11,29,2,3,2,4,5,4,25,51,57
2024,France,Dominica,0,0,1,1,0,0,0,0,0,-1,0,0
2024,France,Dominican Republic,66,5,7,1,0,0,3,2,2,68,24,42
2024,France,Ecuador,47,3,4,1,2,2,1,2,0,38,30,17
2024,France,Egypt,140,6,12,1,1,1,1,1,4,54,48,92
2024,France,Ethiopia,37,4,14,1,1,3,1,0,2,56,20,17
2024,France,Fiji,32,2,3,0,1,1,0,0,1,59,16,16
2024,France,France,396,33,30,16,10,26,12,22,11,8,174,222
2024,France,Georgia,35,8,8,3,2,3,5,1,1,33,6,29
2024,France,Germany,415,37,18,12,10,13,11,8,16,9,168,247
2024,France,Great Britain,392,64,30,14,22,22,20,29,22,4,208,184
2024,France,Greece,82,4,21,1,2,1,1,6,1,36,36,46
2024,France,Grenada,6,1,4,0,0,0,0,2,1,86,2,4
2024,France,Guatemala,19,1,2,1,0,0,1,1,0,70,7,12
2024,France,Hong Kong,44,6,5,2,1,0,2,2,3,49,27,17
2024,France,Hungary,171,20,28,6,6,7,7,6,7,15,90,81
2024,France,India,126,7,20,0,1,1,2,5,4,48,56,70
2024,France,Indonesia,28,5,10,2,1,0,1,1,3,55,12,16
2024,France,Iran,65,7,18,3,3,6,2,3,2,27,10,55
2024,France,Ireland,125,4,15,4,2,0,0,3,2,39,59,66
2024,France,Israel,90,4,8,1,2,5,0,1,2,39,35,55
2024,France,Italy,377,40,28,12,10,13,10,15,20,10,184,193
2024,France,Ivory Coast,31,1,4,0,0,0,0,1,1,86,6,25
2024,France,Jamaica,61,9,17,1,4,3,1,2,4,21,32,29
2024,France,Japan,613,58,23,20,27,12,14,13,17,3,291,322
2024,France,Jordan,14,2,3,0,0,1,1,0,1,74,4,10
2024,France,Kazakhstan,97,8,8,1,0,3,0,3,8,83,33,64
2024,France,Kenya,87,10,14,4,4,2,4,5,2,19,49,38
2024,France,Kosovo,11,2,3,0,2,1,0,1,0,42,6,5
2024,France,Kyrgyzstan,16,3,4,0,0,2,2,4,1,70,5,11
2024,France,Lithuania,42,1,9,0,0,2,1,2,0,77,16,26
2024,France,Malaysia,30,2,7,0,0,0,1,2,1,74,18,12
2024,France,Mexico,162,4,22,0,0,3,0,2,4,84,65,97
2024,France,Moldova,20,1,5,0,0,1,0,3,1,86,11,9
2024,France,Mongolia,43,4,13,0,0,1,1,0,3,71,25,18
2024,France,Morocco,46,1,12,1,1,0,0,1,0,63,14,32
2024,France,Netherlands,282,36,27,15,10,7,12,12,14,7,167,115
2024,France,New Zealand,228,20,23,10,7,7,6,3,7,13,109,119
2024,France,North Korea,30,7,11,0,2,2,3,4,2,34,19,11
2024,France,Norway,93,8,26,4,4,1,2,3,2,20,34,59
2024,France,Pakistan,27,1,10,1,0,0,0,0,1,54,0,27
2024,France,Panama,5,1,3,0,1,1,0,0,0,53,2,3
2024,France,Peru,16,1,5,0,0,0,1,1,0,49,4,12
2024,France,Philippines,19,4,10,2,1,0,2,2,1,50,10,9
2024,France,Poland,218,14,23,1,4,4,5,5,5,17,105,113
2024,France,Portugal,93,4,17,1,1,2,1,1,2,56,36,57
2024,France,Puerto Rico,37,1,9,0,1,0,0,2,0,63,24,13
2024,France,Qatar,16,3,6,0,2,0,0,1,1,41,3,13
2024,France,Refugee Olympic Team,0,0,1,0,0,0,0,1,0,-1,0,0
2024,France,Romania,104,4,21,3,1,4,3,2,0,46,45,59
2024,France,Saint Lucia,0,0,1,1,0,1,0,0,0,-1,0,0
2024,France,Serbia,87,9,5,3,3,1,1,1,5,28,44,43
2024,France,Singapore,24,1,5,0,1,0,0,1,0,54,16,9
2024,France,Slovakia,41,4,8,0,1,0,2,1,1,50,14,27
2024,France,Slovenia,53,5,9,2,3,1,1,0,1,31,25,28
2024,France,South Africa,181,3,20,1,1,3,2,2,0,52,62,119
2024,France,South Korea,237,20,18,13,6,9,4,10,10,16,106,131
2024,France,Spain,334,17,21,5,3,4,8,9,6,22,142,192
2024,France,Sweden,136,9,28,4,3,4,6,3,0,23,79,57
2024,France,Switzerland,116,13,28,1,3,2,4,5,6,24,57,59
2024,France,Tajikistan,7,1,4,0,1,0,0,3,0,54,2,5
2024,France,Thailand,41,2,12,1,1,3,0,2,1,59,26,15
2024,France,Tunisia,63,2,9,1,1,1,1,1,0,58,29,34
2024,France,Turkey,107,13,19,0,2,3,2,5,9,35,50,57
2024,France,Uganda,25,4,7,1,2,1,1,0,1,36,13,12
2024,France,Ukraine,153,19,8,3,1,5,6,4,12,44,88,65
2024,France,United States,633,113,29,40,39,44,41,42,33,1,340,293
2024,France,Uzbekistan,67,5,8,8,3,2,0,3,2,32,30,37
2024,France,Zambia,8,1,3,0,0,0,1,1,0,61,1,7
